,screen_name,lang,created_at,fav_count,retweet_count,text,location
0,Boyzneboyzone,in,2020-10-14 15:24:15,0,1,"RT @terbummm: #MedanJadiAsik bersama anak-anak mudah Milenial
Boby-Aulia bersama Milenial siap majukan Medan https://t.co/AEiM7HWpu5",north sumatra
1,patsampahaha,in,2020-10-14 14:24:41,1,0,"@KelianBanjar_GK Bikin jalan berlubang adalah Prestasi periode ini
diperiode depan biarlah Boby-Aulia yg merubah… https://t.co/vGDUQdl53A",
2,patsampahaha,in,2020-10-14 14:23:16,1,0,"@GalehJati5 Medan sudah cukup rusak, saatnya #MedanJadiAsik besama milenial Boby-Aulia https://t.co/5hZUYIg3cH",
3,patsampahaha,in,2020-10-14 14:21:58,1,0,"@RedWineMalbec Medan jadi rusak?
saatnya #MedanJadiAsik bareng Boby-Aulia https://t.co/stkmDafR79",
4,terbummm,in,2020-10-14 14:09:41,1,1,"#MedanJadiAsik bersama anak-anak mudah Milenial
Boby-Aulia bersama Milenial siap majukan Medan https://t.co/AEiM7HWpu5",
5,terbummm,in,2020-10-14 14:07:11,1,0,@LordUnderWorld_ Majukan Medan bersama Boby-Aulia #MedanJadiAsik https://t.co/JmZjlSc1yE,
6,Istanapasir2,in,2020-10-14 14:06:55,0,1,RT @terbummm: @Istanapasir2 rubah #MedanJadiAsik bersama Boby-Aulia https://t.co/hQhJ23QNhL,batas cakrawala🌅
7,terbummm,in,2020-10-14 14:05:45,1,0,"@_daRNo_ Milenial harus turun tangan dengan inovasi-inovasinya
Boby-Aulia siap melaksanakannya #MedanJadiAsik https://t.co/TegqVVMkqN",
8,terbummm,in,2020-10-14 14:04:00,2,1,"@Betzlectric #MedanJadiAsik bersama milenial
majukan Medan bersama Boby-Aulia https://t.co/OD10EPuxEW",
9,terbummm,in,2020-10-14 13:52:43,2,1,@Istanapasir2 rubah #MedanJadiAsik bersama Boby-Aulia https://t.co/hQhJ23QNhL,
10,KelianBanjar_GK,in,2020-10-14 13:40:13,0,41,"RT @PancaAstha1: Boby merupakan anak muda yang mampu membawa perubahan dan kemajuan untuk kota Medan.
Karena Anak-anak muda selalu dapat me…","Denpasar, Bali"
11,AruanPrada,in,2020-10-14 13:31:25,0,41,"RT @PancaAstha1: Boby merupakan anak muda yang mampu membawa perubahan dan kemajuan untuk kota Medan.
Karena Anak-anak muda selalu dapat me…",
12,viinzzx,in,2020-10-14 13:28:36,0,41,"RT @PancaAstha1: Boby merupakan anak muda yang mampu membawa perubahan dan kemajuan untuk kota Medan.
Karena Anak-anak muda selalu dapat me…",Indonesia
13,cak_sys,in,2020-10-14 13:27:51,0,41,"RT @PancaAstha1: Boby merupakan anak muda yang mampu membawa perubahan dan kemajuan untuk kota Medan.
Karena Anak-anak muda selalu dapat me…","Kota Surabaya, Jawa Timur"
14,AsritaDhara,in,2020-10-14 13:24:03,0,41,"RT @PancaAstha1: Boby merupakan anak muda yang mampu membawa perubahan dan kemajuan untuk kota Medan.
Karena Anak-anak muda selalu dapat me…",
15,LaskarSakti,in,2020-10-14 13:21:41,0,41,"RT @PancaAstha1: Boby merupakan anak muda yang mampu membawa perubahan dan kemajuan untuk kota Medan.
Karena Anak-anak muda selalu dapat me…",
16,jjsengui,in,2020-10-14 13:06:17,0,41,"RT @PancaAstha1: Boby merupakan anak muda yang mampu membawa perubahan dan kemajuan untuk kota Medan.
Karena Anak-anak muda selalu dapat me…",Indonesia
17,IswantoBagaskar,in,2020-10-14 12:59:56,0,41,"RT @PancaAstha1: Boby merupakan anak muda yang mampu membawa perubahan dan kemajuan untuk kota Medan.
Karena Anak-anak muda selalu dapat me…","DKI Jakarta, Indonesia"
18,SastroGedek,in,2020-10-14 12:55:10,0,41,"RT @PancaAstha1: Boby merupakan anak muda yang mampu membawa perubahan dan kemajuan untuk kota Medan.
Karena Anak-anak muda selalu dapat me…",
19,Gerandoong,in,2020-10-14 12:54:23,0,41,"RT @PancaAstha1: Boby merupakan anak muda yang mampu membawa perubahan dan kemajuan untuk kota Medan.
Karena Anak-anak muda selalu dapat me…",Indonesia
