,screen_name,lang,created_at,fav_count,retweet_count,text,location
0,harian_sib,und,2020-10-10 02:36:15,0,0,https://t.co/bpS1dWi27b,Medan
1,_Bozzzz,in,2020-10-09 23:00:15,0,82,"RT @jenk__kelin: Lah kok gitu.. Bukannya gak boleh bawa² nama pemkot Medan. 

Pelanggatan berat nih. Sepertinya mengharuskan semua ASN untu…",
2,Vi_MAE_,in,2020-10-09 22:47:37,0,82,"RT @jenk__kelin: Lah kok gitu.. Bukannya gak boleh bawa² nama pemkot Medan. 

Pelanggatan berat nih. Sepertinya mengharuskan semua ASN untu…",
3,TomTracker2,in,2020-10-09 16:24:03,0,82,"RT @jenk__kelin: Lah kok gitu.. Bukannya gak boleh bawa² nama pemkot Medan. 

Pelanggatan berat nih. Sepertinya mengharuskan semua ASN untu…",
4,DimasPermana817,in,2020-10-09 16:01:41,0,82,"RT @jenk__kelin: Lah kok gitu.. Bukannya gak boleh bawa² nama pemkot Medan. 

Pelanggatan berat nih. Sepertinya mengharuskan semua ASN untu…",
5,WaspadaOnline,in,2020-10-09 15:46:34,0,0,Keluarga Besar Muslim Karo Medan Bersatu Menangkan Akhyar-Salman https://t.co/Dau72Mld8T,Medan
6,sarmansdbtar,in,2020-10-09 15:39:04,0,82,"RT @jenk__kelin: Lah kok gitu.. Bukannya gak boleh bawa² nama pemkot Medan. 

Pelanggatan berat nih. Sepertinya mengharuskan semua ASN untu…",Bengkulu
7,PksPersada,in,2020-10-09 15:10:04,0,0,"Medan AMAN-kan?

#ayolebihbaik #persada #partaikeadilansejahtera #pks #medan #sumaterautara #sumut #indonesia… https://t.co/g9RYEp7CsJ",
8,Friscaniss4,in,2020-10-09 14:33:49,0,82,"RT @jenk__kelin: Lah kok gitu.. Bukannya gak boleh bawa² nama pemkot Medan. 

Pelanggatan berat nih. Sepertinya mengharuskan semua ASN untu…",
9,LaskarSakti,in,2020-10-09 14:07:01,0,56,"RT @SastroGedek: Muncul Spanduk Akhyar-Salman Berlogo Pemko Medan, Bawaslu : Akan Diproses
#KawanPilihanMedan
Untuk Bobby-Aulia https://t.c…",
10,LaskarSakti,in,2020-10-09 14:06:49,0,32,"RT @HarisSekipi87: Jangan Nodai Pilwakot Medan Dengan Kecurangan 

Dukung Bawaslu Memproses Spanduk Akhyar-Salman Yg Belogo pemerintah Kota…",
